customer_customerNumber,customer_customerName,customer_contactFirstName,customer_contactLastName,customer_phone,customer_addressLine1,customer_addressLine2,customer_postalCode,customer_county,customer_subCounty,customer_status,customerorder_orderNumber,customerorder_orderDate,customerorder_requiredDate,customerorder_dispatchDate,customerorder_orderStatusID,customerorder_customerNumber,customerfeedback_customerfeedbackID,customerfeedback_foodquality,customerfeedback_servicequality,customerfeedback_pricetovalue,customerfeedback_ambiance,customerfeedback_comment,orderdetail_productCode,orderdetail_quantityOrdered,orderdetail_priceEach,product_productName,product_productDescription,product_quantityInStock,product_costOfProduction,product_sellingPrice,productcategory_productCategoryID,productcategory_categoryName,productcategory_categoryDescription,orderstatus_orderStatusID,orderstatus_status,branch_branchCode,branch_phone,branch_addressLine1,branch_addressLine2,branch_postalCode,branch_county,branch_subCounty
95,[Business] Tamarind Inn,Pierre,Munywe,0775900724,910 Haile Selassie Ave,Apt 72,63332,Kisumu,Moiben,1,3883,2024-01-24 07:39:08,2024-01-28 00:12:52,2024-01-27 05:30:48,3,95,692,4,4,3,3,Food arrived hot and fresh.,P032,2,350.00,Mbuzi Choma,"Grilled goat meat, seasoned with salt and spices.",50,200.00,350.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
95,[Business] Tamarind Inn,Pierre,Munywe,0775900724,910 Haile Selassie Ave,Apt 72,63332,Kisumu,Moiben,1,3883,2024-01-24 07:39:08,2024-01-28 00:12:52,2024-01-27 05:30:48,3,95,692,4,4,3,3,Food arrived hot and fresh.,P043,4,70.00,Wali wa Pilau,Spiced rice cooked with meat.,80,30.00,70.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
95,[Business] Tamarind Inn,Pierre,Munywe,0775900724,910 Haile Selassie Ave,Apt 72,63332,Kisumu,Moiben,1,3883,2024-01-24 07:39:08,2024-01-28 00:12:52,2024-01-27 05:30:48,3,95,692,4,4,3,3,Food arrived hot and fresh.,P053,5,70.00,Matoke na Sukuma,Plantains cooked with collard greens.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
637,Achieng Hassan,Achieng,Hassan,0782302122,769 Donholm Rd,Apt 96,46677,Embu,Nyando,1,3887,2024-11-14 15:44:25,2024-11-16 16:54:38,2024-11-19 18:25:14,4,637,4549,4,4,4,4,Loved the seasonal menu options.,P057,2,200.00,Kuku na Matoke,Chicken served with plantains.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
637,Achieng Hassan,Achieng,Hassan,0782302122,769 Donholm Rd,Apt 96,46677,Embu,Nyando,1,3887,2024-11-14 15:44:25,2024-11-16 16:54:38,2024-11-19 18:25:14,4,637,4549,4,4,4,4,Loved the seasonal menu options.,P095,4,50.00,Chakalaka,"A spicy vegetable relish made with tomatoes, onions, peppers, and beans.",100,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
637,Achieng Hassan,Achieng,Hassan,0782302122,769 Donholm Rd,Apt 96,46677,Embu,Nyando,1,3887,2024-11-14 15:44:25,2024-11-16 16:54:38,2024-11-19 18:25:14,4,637,4549,4,4,4,4,Loved the seasonal menu options.,P087,5,50.00,Moi Moi,"A steamed bean pudding made from blended black-eyed peas, onions, and spices.",70,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
419,[Business] Hilton Resort,Amina,Bizimana,0744787439,388 Parklands Rd,Apt 18,26566,Baringo,Jomvu,0,3889,2022-12-08 11:27:06,2022-12-10 23:46:02,2022-12-09 03:06:34,3,419,3048,2,2,1,2,Long wait for bill.,P056,1,150.00,Supu ya Samaki,Fish soup cooked with spices.,60,70.00,150.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
419,[Business] Hilton Resort,Amina,Bizimana,0744787439,388 Parklands Rd,Apt 18,26566,Baringo,Jomvu,0,3889,2022-12-08 11:27:06,2022-12-10 23:46:02,2022-12-09 03:06:34,3,419,3048,2,2,1,2,Long wait for bill.,P058,8,200.00,Nyama na Matoke,Beef served with plantains.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
578,[Business] InterContinental Lodge,Kiptoo,Mbeki,0729964024,883 Kenyatta Ave,Apt 57,73036,Machakos,Turbo,0,3901,2023-01-08 01:25:09,2023-01-08 18:46:07,2023-01-13 01:17:42,3,578,4144,3,4,3,4,Portions were small.,P096,3,30.00,Pap,"A porridge made from maize meal, often served as a side dish with meat and gravy.",100,10.00,30.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
578,[Business] InterContinental Lodge,Kiptoo,Mbeki,0729964024,883 Kenyatta Ave,Apt 57,73036,Machakos,Turbo,0,3901,2023-01-08 01:25:09,2023-01-08 18:46:07,2023-01-13 01:17:42,3,578,4144,3,4,3,4,Portions were small.,P012,2,350.00,Tilapia Fry,"Fried whole tilapia fish, seasoned with spices.",50,200.00,350.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
663,[Business] Boma Resort,Josephine,Njoroge,0732890218,311 Kiambu Rd,Apt 63,7851,Isiolo,Muhoroni,0,3933,2024-10-13 11:16:16,2024-10-18 07:52:04,,3,663,4734,3,4,2,4,Average experience.,P075,4,200.00,Tibs,"Saut̩ed meat, typically beef or lamb, with onions and peppers.",70,100.00,200.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
663,[Business] Boma Resort,Josephine,Njoroge,0732890218,311 Kiambu Rd,Apt 63,7851,Isiolo,Muhoroni,0,3933,2024-10-13 11:16:16,2024-10-18 07:52:04,,3,663,4734,3,4,2,4,Average experience.,P040,3,200.00,Nyama na Wali,Beef served with rice.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
232,Alain Muthoni,Alain,Muthoni,0744401486,356 Eldoret Ln,Apt 5,9034,Eldoret,Kisumu East,1,3983,2022-08-05 10:54:36,2022-08-08 08:46:32,2022-08-07 09:26:04,5,232,1683,1,1,1,2,The table was in a drafty spot.,P043,2,70.00,Wali wa Pilau,Spiced rice cooked with meat.,80,30.00,70.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
232,Alain Muthoni,Alain,Muthoni,0744401486,356 Eldoret Ln,Apt 5,9034,Eldoret,Kisumu East,1,3983,2022-08-05 10:54:36,2022-08-08 08:46:32,2022-08-07 09:26:04,5,232,1683,1,1,1,2,The table was in a drafty spot.,P076,7,60.00,Misir Wat,Spicy lentil stew made with berbere spice mix.,90,30.00,60.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
174,Kiptoo Munyui,Kiptoo,Munyui,0793128346,867 Lavington Rd,Apt 40,79117,Embu,Kasarani,0,3991,2021-10-11 22:30:12,2021-10-12 20:03:12,2021-10-13 21:03:32,3,174,1248,1,1,1,2,The coffee was burnt.,P015,2,60.00,Maharagwe,Stewed beans cooked with coconut milk and spices.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
174,Kiptoo Munyui,Kiptoo,Munyui,0793128346,867 Lavington Rd,Apt 40,79117,Embu,Kasarani,0,3991,2021-10-11 22:30:12,2021-10-12 20:03:12,2021-10-13 21:03:32,3,174,1248,1,1,1,2,The coffee was burnt.,P081,4,70.00,Jollof Rice,"A popular West African rice dish cooked with tomatoes, onions, and spices.",80,30.00,70.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
174,Kiptoo Munyui,Kiptoo,Munyui,0793128346,867 Lavington Rd,Apt 40,79117,Embu,Kasarani,0,3991,2021-10-11 22:30:12,2021-10-12 20:03:12,2021-10-13 21:03:32,3,174,1248,1,1,1,2,The coffee was burnt.,P042,3,60.00,Maharagwe na Wali,Beans served with rice.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
746,Pierrette Muthoni,Pierrette,Muthoni,0749645416,547 Ngong Rd,Apt 11,67767,Kisumu,Gilgil,1,4036,2022-07-06 09:42:17,2022-07-10 06:51:13,2022-07-11 02:29:46,2,746,5317,5,5,5,5,Loved the decor.,P070,3,200.00,Nyama na Sukuma,Beef served with collard greens.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
746,Pierrette Muthoni,Pierrette,Muthoni,0749645416,547 Ngong Rd,Apt 11,67767,Kisumu,Gilgil,1,4036,2022-07-06 09:42:17,2022-07-10 06:51:13,2022-07-11 02:29:46,2,746,5317,5,5,5,5,Loved the decor.,P012,8,350.00,Tilapia Fry,"Fried whole tilapia fish, seasoned with spices.",50,200.00,350.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
746,Pierrette Muthoni,Pierrette,Muthoni,0749645416,547 Ngong Rd,Apt 11,67767,Kisumu,Gilgil,1,4036,2022-07-06 09:42:17,2022-07-10 06:51:13,2022-07-11 02:29:46,2,746,5317,5,5,5,5,Loved the decor.,P042,4,60.00,Maharagwe na Wali,Beans served with rice.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
381,Felicite Munyoki,Felicite,Munyoki,0761049984,580 Kenyatta Ave,Apt 73,50038,Marsabit,Subukia,0,4054,2024-06-21 22:39:48,2024-06-22 23:53:16,2024-06-22 19:50:26,1,381,2770,3,3,3,3,Noisy kitchen staff.,P099,8,100.00,Potjiekos,"A slow-cooked stew made with meat, vegetables, and spices, traditionally cooked in a cast-iron pot.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
381,Felicite Munyoki,Felicite,Munyoki,0761049984,580 Kenyatta Ave,Apt 73,50038,Marsabit,Subukia,0,4054,2024-06-21 22:39:48,2024-06-22 23:53:16,2024-06-22 19:50:26,1,381,2770,3,3,3,3,Noisy kitchen staff.,P085,4,50.00,Kelewele,"Spicy fried plantains, seasoned with ginger, garlic, and chili.",90,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
245,[Business] Swahili Hotel,Jacques,Munyui,0713215813,836 Mombasa Rd,Apt 1,67854,Nairobi,Kisauni,0,4068,2023-02-17 23:02:12,2023-02-18 08:28:53,2023-02-20 21:21:03,5,245,1780,2,1,2,2,Not impressed.,P012,4,350.00,Tilapia Fry,"Fried whole tilapia fish, seasoned with spices.",50,200.00,350.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
500,[Business] InterContinental Retreat,Amina,Kagame,0725969156,82 Nairobi St,Apt 73,28580,Laikipia,Moiben,1,4075,2021-01-29 21:48:26,2021-01-31 11:59:26,2021-02-04 06:45:48,4,500,3618,5,5,5,5,Excellent value for money.,P091,8,80.00,Bunny Chow,"A hollowed-out loaf of bread filled with curry, typically made with chicken, lamb, or beans.",70,40.00,80.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
372,[Business] InterContinental Lodge,Josephine,Zuma,0744010638,713 Kileleshwa Rd,Apt 45,88105,Isiolo,Subukia,1,4080,2024-02-04 14:38:11,2024-02-08 00:12:07,,2,372,2702,4,3,3,3,Perfect for families.,P021,2,70.00,Wali wa Nazi,Rice cooked with coconut milk.,80,30.00,70.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
372,[Business] InterContinental Lodge,Josephine,Zuma,0744010638,713 Kileleshwa Rd,Apt 45,88105,Isiolo,Subukia,1,4080,2024-02-04 14:38:11,2024-02-08 00:12:07,,2,372,2702,4,3,3,3,Perfect for families.,P081,3,70.00,Jollof Rice,"A popular West African rice dish cooked with tomatoes, onions, and spices.",80,30.00,70.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
372,[Business] InterContinental Lodge,Josephine,Zuma,0744010638,713 Kileleshwa Rd,Apt 45,88105,Isiolo,Subukia,1,4080,2024-02-04 14:38:11,2024-02-08 00:12:07,,2,372,2702,4,3,3,3,Perfect for families.,P068,7,150.00,Supu ya Nyama na Wali,Beef soup served with rice.,60,70.00,150.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
694,Claude Njoroge,Claude,Njoroge,0762721326,616 James Gichuru Rd,Apt 93,26434,Baringo,Eldoret East,0,4090,2021-08-30 10:15:31,2021-09-02 09:58:38,2021-09-02 06:58:09,5,694,4962,3,3,3,3,Food was cold.,P075,1,200.00,Tibs,"Saut̩ed meat, typically beef or lamb, with onions and peppers.",70,100.00,200.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
694,Claude Njoroge,Claude,Njoroge,0762721326,616 James Gichuru Rd,Apt 93,26434,Baringo,Eldoret East,0,4090,2021-08-30 10:15:31,2021-09-02 09:58:38,2021-09-02 06:58:09,5,694,4962,3,3,3,3,Food was cold.,P051,4,200.00,Kuku na Ugali,Chicken served with ugali.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
694,Claude Njoroge,Claude,Njoroge,0762721326,616 James Gichuru Rd,Apt 93,26434,Baringo,Eldoret East,0,4090,2021-08-30 10:15:31,2021-09-02 09:58:38,2021-09-02 06:58:09,5,694,4962,3,3,3,3,Food was cold.,P092,2,100.00,Bobotie,"A spiced minced meat dish baked with an egg-based topping, often served with yellow rice.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
101,Wambui Mugabe,Wambui,Mugabe,0716654114,991 State House Rd,Apt 23,48264,Meru,Nyali,0,4110,2024-06-04 02:00:19,2024-06-06 14:45:54,2024-06-06 11:22:01,2,101,731,1,1,1,1,Too noisy.,P073,2,400.00,Kitfo,Minced raw beef seasoned with spices and clarified butter.,60,200.00,400.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
101,Wambui Mugabe,Wambui,Mugabe,0716654114,991 State House Rd,Apt 23,48264,Meru,Nyali,0,4110,2024-06-04 02:00:19,2024-06-06 14:45:54,2024-06-06 11:22:01,2,101,731,1,1,1,1,Too noisy.,P086,2,70.00,Banku,"A fermented corn and cassava dough, cooked into a smooth, starchy side dish.",80,30.00,70.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
133,Jacqueline Mandela,Jacqueline,Mandela,0780852580,975 Uhuru Hwy,Apt 79,73925,Nyeri,Subukia,1,4128,2025-04-08 05:45:06,2025-04-11 01:31:14,,1,133,977,4,4,5,5,The outdoor seating was wonderful.,P015,6,60.00,Maharagwe,Stewed beans cooked with coconut milk and spices.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
133,Jacqueline Mandela,Jacqueline,Mandela,0780852580,975 Uhuru Hwy,Apt 79,73925,Nyeri,Subukia,1,4128,2025-04-08 05:45:06,2025-04-11 01:31:14,,1,133,977,4,4,5,5,The outdoor seating was wonderful.,P008,7,30.00,Kachumbari,Fresh tomato and onion salad with cilantro and lime.,100,10.00,30.00,2,Vegetable-Based Dishes,"Dishes that primarily consist of vegetables, often saut̩ed or cooked with spices.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
133,Jacqueline Mandela,Jacqueline,Mandela,0780852580,975 Uhuru Hwy,Apt 79,73925,Nyeri,Subukia,1,4128,2025-04-08 05:45:06,2025-04-11 01:31:14,,1,133,977,4,4,5,5,The outdoor seating was wonderful.,P044,7,150.00,Supu ya Kuku,Chicken soup cooked with spices.,60,70.00,150.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
675,Michel Mandela,Michel,Mandela,0742836600,517 Mama Ngina St,Apt 26,9444,Baringo,Changamwe,1,4133,2023-07-17 04:29:23,2023-07-17 19:10:10,2023-07-20 01:24:14,4,675,4830,4,4,4,4,The reservation process was smooth.,P063,4,200.00,Kuku na Maharagwe,Chicken served with beans.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
675,Michel Mandela,Michel,Mandela,0742836600,517 Mama Ngina St,Apt 26,9444,Baringo,Changamwe,1,4133,2023-07-17 04:29:23,2023-07-17 19:10:10,2023-07-20 01:24:14,4,675,4830,4,4,4,4,The reservation process was smooth.,P059,2,70.00,Matoke na Maharagwe,Plantains cooked with beans.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
45,Emmanuel Munee,Emmanuel,Munee,0735643636,844 South B Rd,Apt 35,74572,Eldoret,Kisumu Central,0,4135,2021-06-16 05:01:31,2021-06-20 15:28:44,2021-06-18 20:39:52,4,45,309,3,3,3,3,Too many flies around.,P035,3,70.00,Ndizi na Nyama,Green bananas cooked with meat and spices.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
332,[Business] Hilton Suites,Pierrette,Omondi,0739524804,627 Gigiri Rd,Apt 46,76884,Muranga,Turbo,0,4140,2021-06-28 21:28:02,2021-06-29 06:37:18,2021-06-30 03:58:01,2,332,2402,1,2,2,1,Food was too salty.,P057,3,200.00,Kuku na Matoke,Chicken served with plantains.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
759,[Business] Nyali Inn,Mutiso,Ahmed,0737493129,37 Jogoo Rd,Apt 14,89247,Mandera,Likoni,0,4147,2021-04-20 03:04:54,2021-04-23 01:57:30,2021-04-20 04:52:56,2,759,5415,3,4,3,3,Loved the open kitchen concept.,P073,6,400.00,Kitfo,Minced raw beef seasoned with spices and clarified butter.,60,200.00,400.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
169,[Business] Swahili Residences,Alaine,Munyoki,0785282807,547 Mbagathi Way,Apt 33,32928,Tharaka-Nithi,Nyando,0,4170,2022-05-16 03:46:09,2022-05-17 20:39:37,,2,169,1221,1,1,1,1,Noisy kitchen staff.,P064,6,200.00,Nyama na Maharagwe,Beef served with beans.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
169,[Business] Swahili Residences,Alaine,Munyoki,0785282807,547 Mbagathi Way,Apt 33,32928,Tharaka-Nithi,Nyando,0,4170,2022-05-16 03:46:09,2022-05-17 20:39:37,,2,169,1221,1,1,1,1,Noisy kitchen staff.,P081,2,70.00,Jollof Rice,"A popular West African rice dish cooked with tomatoes, onions, and spices.",80,30.00,70.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
169,[Business] Swahili Residences,Alaine,Munyoki,0785282807,547 Mbagathi Way,Apt 33,32928,Tharaka-Nithi,Nyando,0,4170,2022-05-16 03:46:09,2022-05-17 20:39:37,,2,169,1221,1,1,1,1,Noisy kitchen staff.,P056,1,150.00,Supu ya Samaki,Fish soup cooked with spices.,60,70.00,150.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
770,[Business] Voyager Retreat,Wanjiku,Munzala,0772119417,481 Langata Rd,Apt 6,74109,Tharaka-Nithi,Gilgil,0,4182,2021-01-14 05:12:29,2021-01-17 10:08:55,2021-01-19 00:33:49,5,770,5498,2,2,3,2,Uncomfortable chairs.,P063,3,200.00,Kuku na Maharagwe,Chicken served with beans.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
